Household_ID,Year,GWBCODEJJJJ,GEMEENTE,WIJK,BUURT,ZONPV,ZONVERMOGEN31DEC,ELEK,ELEKTERUG,GESTINKH,BBIHJ,TYPHH31DEC,Energielabel,LIHE,LEKWI,LIHEZLEK
102,2022,10080203,1008,02,03,0,0,3423,623.3,18557,9939,COUPLE,E,0,0,0
103,2022,10140505,1014,05,05,0,0,3270,514.6,14747,9073,COUPLE,E,0,0,0
104,2022,10080301,1008,03,01,0,0,3560,434.8,20319,7381,OTHER,C,0,0,0
105,2022,10060102,1006,01,02,0,0,3381,827.5,26957,18733,ALONE,B,1,0,0
106,2022,10090504,1009,05,04,0,0,2273,503.9,56562,12503,FAMILY,G,1,0,1
107,2022,10040202,1004,02,02,0,0,3241,384.5,24035,24140,OTHER,E,0,1,0
108,2022,10060204,1006,02,04,0,0,2233,161.3,25053,0,COUPLE,E,1,0,0
109,2022,10000105,1000,01,05,1,3010,3272,820.7,21221,22382,COUPLE,A,0,0,0
110,2022,10180305,1018,03,05,0,0,2767,576.2,10000,17877,FAMILY,C,0,0,0
111,2022,10070403,1007,04,03,0,0,5485,92.5,21736,14273,FAMILY,E,1,0,0
112,2022,10060305,1006,03,05,0,0,3164,648.9,22699,4668,ALONE,A,0,0,1
113,2022,10030404,1003,04,04,0,0,1936,425.1,75479,1720,ALONE,D,0,0,0
114,2022,10110303,1011,03,03,0,0,3079,811.4,20006,21008,ALONE,C,0,0,0
115,2022,10190105,1019,01,05,0,0,3667,918.9,25610,16937,ALONE,A,0,0,0
116,2022,10070404,1007,04,04,0,0,4706,600.5,21647,16785,ALONE,B,0,0,0
117,2022,10110305,1011,03,05,0,0,2669,731.6,12279,14180,ALONE,C,0,0,0
118,2022,10090301,1009,03,01,0,0,1775,56.6,39003,21798,COUPLE,B,0,0,0
119,2022,10010104,1001,01,04,1,2711,3935,560.3,32079,10313,OTHER,D,0,0,0
120,2022,10040403,1004,04,03,0,0,1957,755.3,32712,12308,FAMILY,B,0,0,0
121,2022,10050203,1005,02,03,0,0,2807,496.8,13978,13587,OTHER,C,1,0,1
122,2022,10060203,1006,02,03,0,0,2968,593.6,44417,13290,FAMILY,F,0,0,0
123,2022,10040202,1004,02,02,0,0,3137,898.9,10927,25692,FAMILY,D,0,0,0
124,2022,10060503,1006,05,03,0,0,3820,198.1,29537,4964,COUPLE,C,0,0,1
125,2022,10050501,1005,05,01,1,2937,2584,98.2,65856,0,ALONE,E,1,1,0
126,2022,10130204,1013,02,04,0,0,2953,690.6,13423,3367,FAMILY,F,0,1,0
127,2022,10160501,1016,05,01,1,3231,3187,822.8,16594,20469,OTHER,A,1,1,1
128,2022,10100402,1010,04,02,0,0,3334,850.5,23151,14193,COUPLE,C,0,0,1
129,2022,10100205,1010,02,05,0,0,3288,641.6,17124,2210,ALONE,D,0,0,0
130,2022,10180405,1018,04,05,0,0,3592,833.2,10144,15797,FAMILY,C,1,0,0
131,2022,10140404,1014,04,04,0,0,3959,700.7,22794,12408,ALONE,E,0,0,0
132,2022,10010501,1001,05,01,0,0,3553,87.4,12949,19475,ALONE,G,0,0,0
133,2022,10150105,1015,01,05,0,0,3608,762,27911,21354,FAMILY,F,0,0,0
134,2022,10150302,1015,03,02,0,0,1775,179.4,13908,35145,COUPLE,C,0,1,0
135,2022,10120204,1012,02,04,0,0,3245,236.6,47808,5542,FAMILY,B,0,0,0
136,2022,10060102,1006,01,02,0,0,3631,394.7,14888,97,OTHER,G,0,0,0
137,2022,10140104,1014,01,04,0,0,3856,314.6,18750,19712,COUPLE,D,0,0,0
138,2022,10050301,1005,03,01,0,0,2576,321.7,33082,22893,COUPLE,B,0,0,0
139,2022,10080401,1008,04,01,0,0,2606,169.3,11903,4794,ALONE,E,1,0,0
140,2022,10180304,1018,03,04,0,0,2683,293.9,24679,4802,ALONE,C,0,0,1
141,2022,10050204,1005,02,04,0,0,3682,19.7,42343,17754,FAMILY,C,0,1,0
142,2022,10130401,1013,04,01,0,0,4130,472.9,10000,28715,COUPLE,F,0,0,0
143,2022,10080504,1008,05,04,0,0,2833,768.6,24156,7987,ALONE,B,0,0,0
144,2022,10090201,1009,02,01,0,0,4017,862.2,25082,15696,ALONE,A,0,1,0
145,2022,10130402,1013,04,02,0,0,3311,820.4,32562,0,COUPLE,C,1,0,0
146,2022,10190405,1019,04,05,0,0,3088,416.5,11867,13411,COUPLE,D,1,0,0
147,2022,10080101,1008,01,01,0,0,3009,730.4,11381,14090,FAMILY,B,0,0,0
148,2022,10000403,1000,04,03,0,0,3871,287.9,28594,26740,COUPLE,D,0,0,1
149,2022,10080104,1008,01,04,1,4272,3493,55.6,25552,9346,ALONE,D,0,0,0
150,2022,10050204,1005,02,04,0,0,5248,676,24965,20491,COUPLE,E,1,0,0
151,2022,10130502,1013,05,02,0,0,2432,648.8,26192,8825,OTHER,B,0,0,0
152,2022,10040203,1004,02,03,0,0,3666,801.6,15677,15722,ALONE,E,0,0,0
153,2022,10160503,1016,05,03,0,0,2723,616.1,24738,31618,FAMILY,B,0,0,0
154,2022,10140402,1014,04,02,0,0,2417,156.9,25502,29344,COUPLE,D,0,0,1
155,2022,10000101,1000,01,01,0,0,3190,853.2,15410,30684,FAMILY,C,0,0,0
156,2022,10000305,1000,03,05,1,4513,3323,627.3,55987,18180,ALONE,B,1,0,0
157,2022,10050402,1005,04,02,0,0,5826,807.6,27914,13317,OTHER,E,0,0,0
158,2022,10030102,1003,01,02,0,0,3034,774.1,12141,17279,COUPLE,B,0,0,0
159,2022,10130401,1013,04,01,0,0,2182,297.9,30585,18728,FAMILY,B,0,0,0
160,2022,10060504,1006,05,04,0,0,3445,74.6,13529,18114,ALONE,C,0,0,0
161,2022,10040301,1004,03,01,0,0,1332,176.5,32648,9308,FAMILY,D,0,0,0
162,2022,10040402,1004,04,02,0,0,3117,92.9,39312,8987,FAMILY,B,0,0,0
163,2022,10010401,1001,04,01,0,0,3214,243.4,14612,10229,ALONE,B,0,0,0
164,2022,10140405,1014,04,05,0,0,3915,459.5,35656,23562,ALONE,A,0,0,0
165,2022,10000201,1000,02,01,0,0,4076,906.8,27075,24432,FAMILY,D,1,0,0
166,2022,10110101,1011,01,01,0,0,2746,872,33224,40467,ALONE,C,0,1,0
167,2022,10020403,1002,04,03,0,0,3064,718.6,56862,18405,FAMILY,B,0,0,0
168,2022,10110501,1011,05,01,1,3324,2510,24.1,19483,8692,ALONE,A,0,0,0
169,2022,10160103,1016,01,03,0,0,2184,341.4,15110,11168,ALONE,C,0,1,0
170,2022,10190401,1019,04,01,0,0,3478,682.3,14118,13739,FAMILY,E,0,0,0
171,2022,10040104,1004,01,04,0,0,2053,129,14648,27049,ALONE,E,0,0,0
172,2022,10050102,1005,01,02,0,0,2826,801.1,21193,20863,OTHER,F,0,0,0
173,2022,10020504,1002,05,04,0,0,2304,914.6,26123,4225,FAMILY,A,0,1,1
174,2022,10040505,1004,05,05,0,0,3694,354.1,25294,14545,COUPLE,G,0,1,0
175,2022,10120505,1012,05,05,0,0,4821,705.8,33309,3228,FAMILY,C,0,0,0
176,2022,10100203,1010,02,03,0,0,2028,148.2,22170,19739,FAMILY,G,1,0,0
177,2022,10140101,1014,01,01,0,0,1532,690.8,45559,9345,ALONE,C,0,0,1
178,2022,10110505,1011,05,05,1,2618,3087,21.5,19296,10110,FAMILY,D,0,0,0
179,2022,10120204,1012,02,04,0,0,3214,150.8,85826,0,ALONE,C,0,0,0
180,2022,10080302,1008,03,02,0,0,3396,709.9,30116,21054,COUPLE,C,0,0,0
181,2022,10090504,1009,05,04,0,0,2798,711.9,14348,24669,COUPLE,E,0,0,0
182,2022,10000201,1000,02,01,0,0,3019,641.2,12894,9456,FAMILY,E,0,1,0
183,2022,10010403,1001,04,03,0,0,3530,477.4,28035,13703,ALONE,G,0,0,0
184,2022,10100103,1010,01,03,0,0,4136,674.9,19697,11165,ALONE,D,0,0,0
185,2022,10160103,1016,01,03,0,0,1440,773.8,31476,13253,COUPLE,D,1,0,0
186,2022,10050501,1005,05,01,0,0,2867,966.5,27906,8442,ALONE,A,1,0,0
187,2022,10110301,1011,03,01,0,0,3392,888.6,21238,6197,FAMILY,G,1,1,0
188,2022,10070504,1007,05,04,0,0,2373,794.5,14423,25948,FAMILY,D,1,0,0
189,2022,10160101,1016,01,01,0,0,4758,694.8,10327,0,ALONE,E,0,0,0
190,2022,10040402,1004,04,02,0,0,2628,574.2,17619,19032,ALONE,C,0,1,0
191,2022,10070201,1007,02,01,0,0,3162,120.6,33799,17266,COUPLE,D,0,0,0
192,2022,10180102,1018,01,02,0,0,3700,165.6,24515,28231,COUPLE,F,1,0,0
193,2022,10070402,1007,04,02,1,3742,2667,820.3,11815,13108,ALONE,B,0,0,0
194,2022,10050201,1005,02,01,0,0,1538,803.3,24018,12029,ALONE,C,0,0,0
195,2022,10100105,1010,01,05,0,0,2814,614.5,26706,8532,ALONE,B,0,0,0
196,2022,10160204,1016,02,04,0,0,4126,438.8,14158,17844,ALONE,E,0,0,0
197,2022,10160304,1016,03,04,0,0,2896,26,23786,9334,COUPLE,A,0,0,0
198,2022,10060304,1006,03,04,0,0,2438,327.2,22676,5969,FAMILY,A,0,1,0
199,2022,10130204,1013,02,04,0,0,4033,420.6,12438,9103,COUPLE,C,1,1,0
200,2022,10160505,1016,05,05,0,0,2902,485.8,26341,7425,FAMILY,D,0,0,1
201,2022,10060101,1006,01,01,0,0,2740,929.3,29155,6952,ALONE,C,1,0,0
202,2022,10090504,1009,05,04,0,0,3334,108.7,37855,15682,COUPLE,A,0,1,0
203,2022,10070103,1007,01,03,0,0,3893,518.9,37305,13443,COUPLE,G,1,0,0
204,2022,10040304,1004,03,04,0,0,5343,367.9,11060,19396,FAMILY,G,0,0,0
205,2022,10000401,1000,04,01,0,0,3944,990.1,13781,16177,FAMILY,C,0,0,1
206,2022,10030402,1003,04,02,1,3204,4243,861.9,28495,5378,FAMILY,E,0,0,0
207,2022,10180205,1018,02,05,0,0,2744,438.8,28478,0,FAMILY,D,0,0,0
208,2022,10180201,1018,02,01,0,0,2276,999.7,28496,6550,ALONE,B,1,0,0
209,2022,10060203,1006,02,03,0,0,3256,514.1,120000,21110,FAMILY,C,0,0,0
210,2022,10120401,1012,04,01,0,0,3296,167.1,29303,20928,FAMILY,D,0,0,0
211,2022,10140301,1014,03,01,0,0,2229,555.9,38862,22877,OTHER,C,0,1,0
212,2022,10070304,1007,03,04,0,0,3042,226.2,35489,21703,FAMILY,C,0,0,1
213,2022,10090402,1009,04,02,0,0,3559,636.3,30506,23697,FAMILY,E,0,0,0
214,2022,10090105,1009,01,05,0,0,3524,937.4,18814,18250,COUPLE,D,0,0,0
215,2022,10090303,1009,03,03,0,0,3653,786.2,32192,29423,FAMILY,D,0,0,0
216,2022,10100302,1010,03,02,0,0,3461,273.2,14966,17349,OTHER,B,0,0,0
217,2022,10110405,1011,04,05,0,0,2743,296.9,19566,30994,FAMILY,D,1,0,1
218,2022,10000105,1000,01,05,0,0,2737,69.3,17280,9988,COUPLE,C,0,0,0
219,2022,10100204,1010,02,04,0,0,2120,285.9,22946,9784,ALONE,D,0,0,0
220,2022,10020504,1002,05,04,1,3230,4806,92.6,70075,13460,FAMILY,E,0,0,0
221,2022,10010105,1001,01,05,0,0,3212,499.4,10000,14700,FAMILY,E,0,0,0
222,2022,10130301,1013,03,01,0,0,2997,708.3,31043,12430,FAMILY,C,0,0,0
223,2022,10100402,1010,04,02,0,0,2364,751.2,10000,19317,ALONE,D,0,0,0
224,2022,10050201,1005,02,01,0,0,5842,59.5,17396,14181,FAMILY,F,1,1,0
225,2022,10000305,1000,03,05,1,2374,2234,340,37967,10142,ALONE,D,0,0,0
226,2022,10170103,1017,01,03,0,0,2814,288.2,22745,11831,FAMILY,B,0,0,1
227,2022,10020104,1002,01,04,0,0,3574,104.3,12850,24740,ALONE,D,0,0,0
228,2022,10050104,1005,01,04,0,0,3740,362.5,15403,17537,FAMILY,B,0,0,0
229,2022,10000303,1000,03,03,0,0,4062,299.3,30939,1589,ALONE,F,1,0,0
230,2022,10020303,1002,03,03,0,0,4826,634.5,15287,27084,ALONE,D,1,0,0
231,2022,10140403,1014,04,03,0,0,3655,883.3,24544,18468,COUPLE,C,0,0,0
232,2022,10120302,1012,03,02,0,0,2249,454.8,22534,20113,ALONE,A,0,1,0
233,2022,10110405,1011,04,05,0,0,2968,746.7,15901,22432,FAMILY,C,0,0,0
234,2022,10160503,1016,05,03,0,0,3477,146,64342,22845,OTHER,F,0,0,0
235,2022,10140203,1014,02,03,0,0,5061,895,30241,7647,OTHER,A,0,0,0
236,2022,10020402,1002,04,02,0,0,1941,152.6,10000,6438,ALONE,D,0,0,0
237,2022,10160304,1016,03,04,0,0,4282,192.1,24178,34171,FAMILY,F,0,0,0
238,2022,10040203,1004,02,03,0,0,3361,106.5,15821,9415,ALONE,C,0,1,0
239,2022,10160505,1016,05,05,0,0,3954,309.7,33732,18029,OTHER,C,0,0,0
240,2022,10030305,1003,03,05,0,0,3108,552.4,14820,28051,FAMILY,D,0,1,0
241,2022,10150405,1015,04,05,0,0,2441,988,20798,11451,ALONE,D,0,0,1
242,2022,10180104,1018,01,04,0,0,3875,793.4,28353,12119,COUPLE,B,0,0,0
243,2022,10030101,1003,01,01,1,1906,3788,380.4,33957,22411,ALONE,A,0,0,0
244,2022,10180304,1018,03,04,1,3184,4074,575.8,12086,16702,FAMILY,D,0,0,0
245,2022,10040403,1004,04,03,0,0,3188,623.3,18634,18960,COUPLE,F,0,0,0
246,2022,10030301,1003,03,01,0,0,2660,822.7,17370,14356,FAMILY,B,0,0,0
247,2022,10110103,1011,01,03,0,0,1797,736.5,15888,10789,COUPLE,B,0,0,0
248,2022,10060401,1006,04,01,0,0,3937,569.3,53248,12336,OTHER,C,0,0,0
249,2022,10000302,1000,03,02,0,0,3581,669.2,26970,24551,OTHER,E,0,0,0
250,2022,10160405,1016,04,05,0,0,2330,745.9,11725,12635,COUPLE,C,0,0,0
251,2022,10120201,1012,02,01,0,0,2715,133.1,34854,18429,FAMILY,F,0,0,0
252,2022,10100503,1010,05,03,0,0,2779,200.5,63645,7249,FAMILY,A,1,0,0
253,2022,10090202,1009,02,02,0,0,1865,688.6,36909,31322,FAMILY,F,0,0,0
254,2022,10060205,1006,02,05,0,0,2464,850.4,10304,17550,ALONE,D,0,0,0
255,2022,10060503,1006,05,03,1,2344,2179,409.3,17289,17716,ALONE,D,0,0,0
256,2022,10160501,1016,05,01,0,0,2828,979.9,41500,22410,ALONE,C,0,1,0
257,2022,10070405,1007,04,05,0,0,2535,216.1,15462,11152,COUPLE,E,0,1,0
258,2022,10110201,1011,02,01,0,0,1735,416.7,27499,24549,ALONE,B,1,0,0
259,2022,10030203,1003,02,03,0,0,5020,378.5,32445,2869,COUPLE,A,0,0,0
260,2022,10140202,1014,02,02,0,0,4327,930.3,13856,10084,FAMILY,C,0,0,0
261,2022,10040304,1004,03,04,0,0,2498,285.4,21380,8590,COUPLE,F,1,1,0
262,2022,10040102,1004,01,02,0,0,3445,470.8,10000,0,FAMILY,E,0,0,0
263,2022,10040105,1004,01,05,0,0,3575,187.2,13197,10770,ALONE,D,0,1,0
264,2022,10120105,1012,01,05,0,0,4271,521.3,19413,14584,FAMILY,D,0,1,0
265,2022,10010403,1001,04,03,0,0,2463,857.4,11802,6280,OTHER,B,1,0,0
266,2022,10090304,1009,03,04,0,0,4182,304,49821,5125,COUPLE,E,0,0,0
267,2022,10100505,1010,05,05,0,0,2706,810.8,10774,15328,FAMILY,E,1,0,0
268,2022,10130301,1013,03,01,0,0,1997,911.3,17676,14360,ALONE,D,0,0,0
269,2022,10110202,1011,02,02,0,0,3851,73,23514,12874,FAMILY,D,1,0,0
270,2022,10030502,1003,05,02,0,0,4361,756.4,45280,4870,ALONE,G,1,0,0
271,2022,10000305,1000,03,05,0,0,5529,255.3,10743,11843,COUPLE,F,0,0,0
272,2022,10120204,1012,02,04,0,0,2120,175.3,39402,9669,ALONE,D,0,0,0
273,2022,10090104,1009,01,04,0,0,3829,601.1,22139,15687,COUPLE,C,0,0,0
274,2022,10000405,1000,04,05,0,0,2831,705.6,13483,10529,ALONE,D,1,1,1
275,2022,10050203,1005,02,03,0,0,3905,394.8,27751,14689,COUPLE,D,1,0,1
276,2022,10120405,1012,04,05,0,0,1876,39.2,24331,4513,ALONE,C,0,0,0
277,2022,10170202,1017,02,02,0,0,2063,908.7,16315,3825,FAMILY,C,0,0,1
278,2022,10160504,1016,05,04,0,0,2501,730.7,22808,19460,COUPLE,C,1,0,0
279,2022,10110105,1011,01,05,0,0,3271,271.7,18166,21122,ALONE,D,0,1,0
280,2022,10130101,1013,01,01,0,0,2623,496.9,23312,11858,ALONE,C,0,0,0
281,2022,10150501,1015,05,01,0,0,3793,27.8,30670,15221,FAMILY,C,0,0,0
282,2022,10050103,1005,01,03,0,0,4124,339.3,48679,11402,ALONE,E,0,0,0
283,2022,10100205,1010,02,05,0,0,3739,522.5,11861,23777,COUPLE,D,1,0,0
284,2022,10040302,1004,03,02,0,0,4656,517.2,63992,13375,COUPLE,A,1,0,1
285,2022,10060501,1006,05,01,0,0,3574,208.2,10000,11008,ALONE,C,0,0,0
286,2022,10180301,1018,03,01,0,0,2104,776.7,20416,22730,ALONE,F,0,0,0
287,2022,10070105,1007,01,05,0,0,4427,298.9,29559,8807,COUPLE,E,1,0,0
288,2022,10190405,1019,04,05,1,2775,2655,580.4,25349,16252,ALONE,C,1,0,0
289,2022,10160105,1016,01,05,0,0,4019,271.5,16133,6612,ALONE,F,0,0,0
290,2022,10070502,1007,05,02,0,0,4616,425.2,19849,20316,ALONE,A,0,0,0
291,2022,10150502,1015,05,02,1,4386,3611,207.5,17214,21523,ALONE,G,0,0,1
292,2022,10100203,1010,02,03,0,0,1853,633,16404,4690,ALONE,B,1,0,1
293,2022,10140304,1014,03,04,0,0,2373,425.6,33684,3442,OTHER,A,0,0,0
294,2022,10050204,1005,02,04,0,0,4390,16.1,26331,17308,COUPLE,C,1,1,0
295,2022,10030403,1003,04,03,0,0,3047,28.2,15576,30526,FAMILY,C,0,1,0
